2.183,41.383,Barcelona
1.250,41.116,Tarragona
-0.375,39.467,Valencia
-0.483,38.345,Alacant
2.65,39.567,Palma
-0.033,39.983,Castelló
-2.468,36.840,Almería
-4.42,36.719,Málaga
-0.983,37.600,Cartagena
-4.883,36.517,Marbella
3.129,41.850,Palamós
